"SEY vs. energy for 70 nm glassy-C on around W wire."
"beamE (eV)","SEY"
75,0.15158766666666668
100,0.19228266666666669
125,0.228276
150,0.25484433333333334
175,0.27352966666666667
200,0.285148
250,0.29432800000000003
300,0.28964666666666666
350,0.2782926666666667
400,0.261511
500,0.22919466666666669
800,0.15591233333333335
1000,0.12716266666666667
1500,0.08892366666666668
2000,0.06935566666666668
3500,0.05643866666666667
5000,0.04848
8000,0.034771333333333335
10000,0.029132666666666668
