"Sampler for emission energy (eE) of BSE from a planar CuFPA substrate"
"eE = sampler[T,r] with r uniform on [0,1]; Interpolate this tabulation to obtain sampler."
"beamE (eV)","r","eE (eV)"
75,0.,50.
75,0.015625,50.613437941384184
75,0.0234375,50.92015691207627
75,0.025390625,50.996836654749295
75,0.02734375,51.0743884655924
75,0.03125,51.229567135915396
75,0.046875,51.850281817207375
75,0.0625,52.48859340252039
75,0.06640625,52.64956970441067
75,0.0703125,52.81054600630096
75,0.078125,53.1359451057195
75,0.08203125,53.30110865245665
75,0.0830078125,53.342399539140935
75,0.083984375,53.38369042582522
75,0.0859375,53.466272199193796
75,0.09375,53.796599292668084
75,0.09765625,53.96176283940523
75,0.0986328125,54.00312990260563
75,0.099609375,54.04545080829046
75,0.1015625,54.13009261966012
75,0.109375,54.46865986513876
75,0.111328125,54.55330167650842
75,0.1123046875,54.59562258219325
75,0.11328125,54.637943487878076
75,0.1171875,54.8072271106174
75,0.125,55.1470553546155
75,0.1328125,55.488550921921686
75,0.13671875,55.65929870557478
75,0.140625,55.83004648922787
75,0.14453125,56.00083983725474
75,0.146484375,56.09111130019538
75,0.1474609375,56.1362470316657
75,0.1484375,56.181382763136014
75,0.15625,56.54246861489857
75,0.158203125,56.63274007783921
75,0.16015625,56.72301154077985
75,0.1640625,56.90355446666113
75,0.16796875,57.088823624648754
75,0.171875,57.279512974183355
75,0.17578125,57.47020232371795
75,0.1767578125,57.5178746611016
75,0.177734375,57.565546998485246
75,0.1796875,57.66089167325255
75,0.18359375,57.851581022787144
75,0.1845703125,57.899253360170796
75,0.185546875,57.94692569755444
75,0.1875,58.0439050529004
75,0.19140625,58.24196874429953
75,0.1923828125,58.291484667149305
75,0.193359375,58.34100058999909
75,0.1953125,58.44003243569865
75,0.19921875,58.638096127097775
75,0.203125,58.836159818496895
75,0.20703125,59.03445606634527
75,0.2109375,59.233865645087235
75,0.212890625,59.33357043445822
75,0.2138671875,59.38342282914371
75,0.21484375,59.4332752238292
75,0.21875,59.63268480257116
75,0.220703125,59.73238959194215
75,0.22265625,59.832094381313134
75,0.2265625,60.03366811825319
75,0.23046875,60.24677609789009
75,0.232421875,60.353330087708535
75,0.234375,60.459884077526986
75,0.23828125,60.67299205716389
75,0.2421875,60.886100036800784
75,0.244140625,60.992654026619235
75,0.24609375,61.100270748611386
75,0.25,61.315661575084306
75,0.25390625,61.531052401557226
75,0.2578125,61.74644322803015
75,0.26171875,61.96183405450307
75,0.263671875,62.0706222137568
75,0.265625,62.18001020048358
75,0.26953125,62.39878617393713
75,0.2734375,62.61756214739069
75,0.27734375,62.836338120844246
75,0.28125,63.05585690218501
75,0.28515625,63.277581459311826
75,0.2890625,63.49930601643864
75,0.29296875,63.72103057356545
75,0.296875,63.94275513069226
75,0.30078125,64.16288312057634
75,0.3046875,64.38245544742163
75,0.3125,64.82160010111224
75,0.31640625,65.0436436562165
75,0.318359375,65.16001934284566
75,0.3203125,65.27639502947481
75,0.328125,65.74189777599142
75,0.3359375,66.21909498131794
75,0.337890625,66.34203261223392
75,0.33984375,66.4649702431499
75,0.34375,66.71084550498189
75,0.34765625,66.95672076681386
75,0.3515625,67.22922471496285
75,0.35546875,67.50741717108635
75,0.359375,67.78560962720984
75,0.36328125,68.07462377322445
75,0.3671875,68.40000140470482
75,0.37109375,68.7253790361852
75,0.375,69.05980755649718
75,0.376953125,69.25150691317972
75,0.37890625,69.44320626986229
75,0.3828125,69.8266049832274
75,0.390625,70.6289354883982
75,0.39453125,71.03983978929024
75,0.3984375,71.49855764152936
75,0.40234375,71.95727549376848
75,0.40625,72.64865365612648
75,0.4140625,74.0066312498094
75,0.421875,74.01987616647861
75,0.42578125,74.02649862481321
75,0.4296875,74.03312108314782
75,0.4375,74.04636599981703
75,0.453125,74.07285583315544
75,0.45703125,74.07947829149005
75,0.4609375,74.08610074982465
75,0.46875,74.09934566649386
75,0.47265625,74.10596812482846
75,0.4765625,74.11259058316307
75,0.484375,74.12583549983228
75,0.48828125,74.13245795816688
75,0.4921875,74.13908041650149
75,0.5,74.15232533317068
75,0.5078125,74.16557024983989
75,0.515625,74.1788151665091
75,0.53125,74.20530499984751
75,0.5390625,74.21854991651672
75,0.546875,74.23179483318593
75,0.5625,74.25828466652435
75,0.578125,74.28477449986276
75,0.58203125,74.29139695819737
75,0.5859375,74.29801941653197
75,0.59375,74.31126433320118
75,0.6015625,74.32450924987039
75,0.609375,74.3377541665396
75,0.6171875,74.3509990832088
75,0.625,74.36424399987801
75,0.640625,74.39073383321643
75,0.65625,74.41722366655485
75,0.6640625,74.43046858322406
75,0.671875,74.44371349989326
75,0.6796875,74.45695841656247
75,0.6875,74.47020333323168
75,0.6953125,74.48344824990089
75,0.703125,74.4966931665701
75,0.7109375,74.5099380832393
75,0.71875,74.52318299990851
75,0.7265625,74.53642791657772
75,0.734375,74.54967283324693
75,0.75,74.57616266658535
75,0.765625,74.60265249992376
75,0.7734375,74.61589741659297
75,0.78125,74.62914233326218
75,0.796875,74.6556321666006
75,0.8046875,74.6688770832698
75,0.8125,74.68212199993901
75,0.828125,74.70861183327743
75,0.8359375,74.72185674994662
75,0.84375,74.73510166661583
75,0.875,74.78808133329267
75,0.890625,74.81457116663108
75,0.90625,74.8410609999695
75,0.9375,74.89404066664633
75,1.,75
100,0.,50.
100,0.015625,50.894115770417855
100,0.0234375,51.34506505883059
100,0.025390625,51.458104307990155
100,0.02734375,51.57114355714972
100,0.03125,51.79722205546884
100,0.046875,52.73991309991136
100,0.0625,53.69185716089922
100,0.06640625,53.92967072650922
100,0.0703125,54.17256221535459
100,0.078125,54.66260979180221
100,0.08203125,54.90763358002602
100,0.0830078125,54.96888952708198
100,0.083984375,55.03083971894968
100,0.0859375,55.15617303980298
100,0.09375,55.65750632321619
100,0.09765625,55.90817296492279
100,0.0986328125,55.97083962534944
100,0.099609375,56.034645453372335
100,0.1015625,56.16423993461803
100,0.109375,56.682617859600825
100,0.111328125,56.81221234084653
100,0.1123046875,56.87700958146937
100,0.11328125,56.941806822092225
100,0.1171875,57.196479329251886
100,0.125,57.70320909580194
100,0.1328125,58.22219675662205
100,0.13671875,58.490355089362005
100,0.140625,58.75851342210196
100,0.14453125,59.02640849725042
100,0.146484375,59.159164265193176
100,0.1474609375,59.22554214916455
100,0.1484375,59.29192003313593
100,0.15625,59.82294310490694
100,0.158203125,59.955698872849695
100,0.16015625,60.090197025521206
100,0.1640625,60.3609386232926
100,0.16796875,60.63168022106398
100,0.171875,60.90242181883537
100,0.17578125,61.17568950583516
100,0.1767578125,61.24436229257841
100,0.177734375,61.313035079321665
100,0.1796875,61.45038065280817
100,0.18359375,61.72507179978118
100,0.1845703125,61.79374458652443
100,0.185546875,61.86241737326769
100,0.1875,61.999762946754196
100,0.19140625,62.27761292791796
100,0.1923828125,62.34707610530102
100,0.193359375,62.41653928268408
100,0.1953125,62.5554656374502
100,0.19921875,62.833318346982445
100,0.203125,63.11558856244247
100,0.20703125,63.40448205929733
100,0.2109375,63.6933755561522
100,0.212890625,63.837822304579625
100,0.2138671875,63.910045678793345
100,0.21484375,63.98226905300706
100,0.21875,64.26901636225267
100,0.220703125,64.41231984874429
100,0.22265625,64.55562333523592
100,0.2265625,64.84223030821917
100,0.23046875,65.12887651301766
100,0.232421875,65.27222363638094
100,0.234375,65.41557075974421
100,0.23828125,65.70226500647077
100,0.2421875,65.98895925319732
100,0.244140625,66.13491511896444
100,0.24609375,66.281088679941
100,0.25,66.57343580189412
100,0.25390625,66.86578292384723
100,0.2578125,67.16241677962047
100,0.26171875,67.46268911457503
100,0.263671875,67.6128252820523
100,0.265625,67.76296144952958
100,0.26953125,68.06287284961154
100,0.2734375,68.36143124702711
100,0.27734375,68.65998964444269
100,0.28125,68.95854804185825
100,0.28515625,69.26807246032402
100,0.2890625,69.5793648743594
100,0.29296875,69.89065728839478
100,0.296875,70.20258602819237
100,0.30078125,70.51485929726368
100,0.3046875,70.827132566335
100,0.3125,71.44759654889071
100,0.31640625,71.7570472986853
100,0.318359375,71.91177267358259
100,0.3203125,72.06935903753858
100,0.328125,72.71488794137814
100,0.3359375,73.3594310897436
100,0.337890625,73.52037192841881
100,0.33984375,73.68131276709401
100,0.34375,74.00319881889764
100,0.34765625,74.32552127909963
100,0.3515625,74.6478437393016
100,0.35546875,74.9701661995036
100,0.359375,75.29567723654613
100,0.36328125,75.62151350795986
100,0.3671875,75.9473497793736
100,0.37109375,76.26533482142858
100,0.375,76.58180672268908
100,0.376953125,76.74004267331934
100,0.37890625,76.8982786239496
100,0.3828125,77.21966058535328
100,0.390625,77.86707602716177
100,0.39453125,78.18658188676866
100,0.3984375,78.50316020090787
100,0.40234375,78.81973851504708
100,0.40625,79.14452985739752
100,0.4140625,79.81583389037434
100,0.421875,80.49796715561224
100,0.42578125,80.8410808240707
100,0.4296875,81.18325949510515
100,0.4375,81.86600344452502
100,0.453125,83.29623364069006
100,0.45703125,83.66962404570693
100,0.4609375,84.04493927387611
100,0.46875,84.82513724880879
100,0.47265625,85.21622170915713
100,0.4765625,85.60810678980229
100,0.484375,86.40200016011956
100,0.48828125,86.80400865979932
100,0.4921875,87.20557826480614
100,0.5,88.00772926676416
100,0.5078125,88.79444654794236
100,0.515625,89.59166976818376
100,0.53125,91.2726564337803
100,0.5390625,92.1723544170289
100,0.546875,93.16732882669197
100,0.5625,95.88786266924568
100,0.578125,99.01545411799164
100,0.58203125,99.0245702835658
100,0.5859375,99.03368644913995
100,0.59375,99.05191878028825
100,0.6015625,99.07015111143654
100,0.609375,99.08838344258486
100,0.6171875,99.10661577373315
100,0.625,99.12484810488147
100,0.640625,99.16131276717806
100,0.65625,99.19777742947467
100,0.6640625,99.21600976062297
100,0.671875,99.23424209177128
100,0.6796875,99.25247442291958
100,0.6875,99.27070675406789
100,0.6953125,99.28893908521619
100,0.703125,99.3071714163645
100,0.7109375,99.3254037475128
100,0.71875,99.34363607866109
100,0.7265625,99.3618684098094
100,0.734375,99.3801007409577
100,0.75,99.41656540325431
100,0.765625,99.45303006555092
100,0.7734375,99.47126239669922
100,0.78125,99.48949472784751
100,0.796875,99.52595939014412
100,0.8046875,99.54419172129242
100,0.8125,99.56242405244073
100,0.828125,99.59888871473734
100,0.8359375,99.61712104588564
100,0.84375,99.63535337703394
100,0.875,99.70828270162716
100,0.890625,99.74474736392376
100,0.90625,99.78121202622036
100,0.9375,99.85414135081358
100,1.,100
125,0.,50.
125,0.015625,51.099453898569756
125,0.0234375,51.67212399714254
125,0.025390625,51.81549741042972
125,0.02734375,51.95956476471023
125,0.03125,52.248684113323236
125,0.046875,53.42436218613223
125,0.0625,54.63507122839795
125,0.06640625,54.94116319720719
125,0.0703125,55.2525909666908
125,0.078125,55.882354272266475
125,0.08203125,56.20069960395431
125,0.0830078125,56.28080243383888
125,0.083984375,56.360905263723446
125,0.0859375,56.52111092349257
125,0.09375,57.1667457005564
125,0.09765625,57.496678600784016
125,0.0986328125,57.57916182584092
125,0.099609375,57.661645050897825
125,0.1015625,57.826611501011634
125,0.109375,58.498582490927944
125,0.111328125,58.667653860484705
125,0.1123046875,58.75218954526309
125,0.11328125,58.83672523004147
125,0.1171875,59.178287691596196
125,0.125,59.86740046530003
125,0.1328125,60.551696370176586
125,0.13671875,60.89347902195832
125,0.140625,61.2442443423706
125,0.14453125,61.599870057941374
125,0.146484375,61.777723457736876
125,0.1474609375,61.86665015763462
125,0.1484375,61.95557685753238
125,0.15625,62.66963796879277
125,0.158203125,62.84999020034843
125,0.16015625,63.031809668989546
125,0.1640625,63.405698502820776
125,0.16796875,63.783119213800084
125,0.171875,64.15652186831471
125,0.17578125,64.52668487112307
125,0.1767578125,64.61906234509985
125,0.177734375,64.71143981907662
125,0.1796875,64.89619476703017
125,0.18359375,65.26983181720121
125,0.1845703125,65.36364417787286
125,0.185546875,65.45745653854452
125,0.1875,65.64508125988782
125,0.19140625,66.0218424589018
125,0.1923828125,66.1161794415586
125,0.193359375,66.21148370081907
125,0.1953125,66.40229175808103
