"Sampler for 150 um glassy-C on Cu substrate"
"theta = sampler[T,r] with r uniform on [0,1]; Interpolate this tabulation to obtain sampler."
"beamE (eV)","r","theta (deg)"
75,0.,0.
75,0.000244140625,0.7824363171214788
75,0.0003662109375,1.0551654039079978
75,0.000396728515625,1.0862353024066695
75,0.00040435791015625,1.0940027770313374
75,0.0004062652587890625,1.0959446456875044
75,0.00040721893310546875,1.0969155800155879
75,0.0004076957702636719,1.0974010471796296
75,0.000408172607421875,1.0978865143436713
75,0.0004119873046875,1.1017702516560055
75,0.00042724609375,1.1173052009053412
75,0.00048828125,1.1794449979026846
75,0.0009765625,1.6765633738814318
75,0.00146484375,2.1087335324754903
75,0.00152587890625,2.1476361784948357
75,0.001529693603515625,2.1500675938710447
75,0.00153350830078125,2.152499009247254
75,0.0015411376953125,2.157361839999672
75,0.001556396484375,2.167087501504508
75,0.0015869140625,2.1865388245141806
75,0.001708984375,2.2643441165528713
75,0.001953125,2.419954700630252
75,0.0029296875,3.0288025541151287
75,0.003173828125,3.134517070795671
75,0.003204345703125,3.1477313853807387
75,0.0032196044921875,3.1543385426732726
75,0.00322723388671875,3.1576421213195394
75,0.00323486328125,3.1609456999658065
75,0.0032958984375,3.1873743291359418
75,0.00341796875,3.240231587476213
75,0.00390625,3.4516606208372975
75,0.0048828125,3.874518687559467
75,0.00537109375,4.0676637113764045
75,0.005615234375,4.150889147354869
75,0.0056304931640625,4.156090737103523
75,0.005645751953125,4.161292326852177
75,0.00567626953125,4.171695506349485
75,0.0057373046875,4.192501865344101
75,0.005859375,4.234114583333334
75,0.0078125,4.899918071161049
75,0.0087890625,5.196842592226092
75,0.00885009765625,5.214433782383035
75,0.0089111328125,5.2320249725399774
75,0.009033203125,5.267207352853863
75,0.00927734375,5.3375721134816345
75,0.009765625,5.478301634737176
75,0.01171875,6.033446011048304
75,0.0126953125,6.2618241344424455
75,0.01275634765625,6.27609776715458
75,0.0128173828125,6.2903713998667135
75,0.012939453125,6.3189186652909815
75,0.01318359375,6.3760131961395174
75,0.013671875,6.490202257836588
