"Sampler for emission energy (eE) of BSE from a planar Au substrate"
"eE = sampler[T,r] with r uniform on [0,1]; Interpolate this tabulation to obtain sampler."
"beamE (eV)","r","eE (eV)"
75,0.,50.
75,0.03125,50.94023312392215
75,0.03515625,51.06166676255918
75,0.037109375,51.12440358281825
75,0.0390625,51.18714040307733
75,0.046875,51.438087684113626
75,0.0625,51.93998224618622
75,0.06640625,52.070122085446606
75,0.0673828125,52.10372667696886
75,0.068359375,52.137331268491124
75,0.0703125,52.20454045153564
75,0.078125,52.47337718371372
75,0.0859375,52.7422139158918
75,0.08984375,52.87663228198084
75,0.091796875,52.94384146502536
75,0.0927734375,52.97744605654762
75,0.09326171875,52.99424835230875
75,0.09375,53.01151122688582
75,0.109375,53.57159432785442
75,0.11328125,53.71161510309657
75,0.115234375,53.78162549071764
75,0.11572265625,53.79912808762291
75,0.1162109375,53.81663068452818
75,0.1171875,53.85163587833871
75,0.125,54.13353921714541
75,0.1328125,54.417540277571064
75,0.134765625,54.488540542677484
75,0.13671875,54.5595408077839
75,0.140625,54.70154133799672
75,0.1484375,54.98554239842238
75,0.150390625,55.06003637108881
75,0.1513671875,55.09773001688922
75,0.15234375,55.13542366268963
75,0.15625,55.28619824589128
75,0.1640625,55.58774741229456
75,0.166015625,55.66313470389539
75,0.16796875,55.73852199549621
75,0.171875,55.88929657869785
75,0.17578125,56.0424669757997
75,0.177734375,56.122361596675596
75,0.17822265625,56.14233525189457
75,0.1787109375,56.16230890711355
75,0.1796875,56.2022562175515
75,0.1875,56.5218347010551
75,0.189453125,56.601729321930996
75,0.19140625,56.6816239428069
75,0.1953125,56.8414131845587
75,0.19921875,57.001258049325386
75,0.203125,57.16843897844752
75,0.20703125,57.33561990756965
75,0.2080078125,57.377415139850186
75,0.20849609375,57.39831275599045
75,0.208984375,57.41921037213072
75,0.2109375,57.50280083669178
75,0.21484375,57.669981765813915
75,0.216796875,57.75357223037498
75,0.21875,57.83716269493604
75,0.22265625,58.00451284589477
75,0.2236328125,58.04793636503277
75,0.224609375,58.091359884170764
75,0.2265625,58.17820692244675
75,0.23046875,58.35190099899872
75,0.234375,58.525595075550704
75,0.236328125,58.61244211382669
75,0.2373046875,58.655865632964684
75,0.23828125,58.69928915210267
75,0.2421875,58.872983228654654
75,0.2431640625,58.91640674779264
75,0.244140625,58.95983026693064
75,0.24609375,59.0485695089032
75,0.248046875,59.138937150738776
75,0.2490234375,59.18412097165656
75,0.25,59.229304792574354
75,0.25390625,59.4100400762455
75,0.2578125,59.590775359916655
75,0.2587890625,59.63595918083444
75,0.259765625,59.681143001752226
75,0.26171875,59.7715106435878
75,0.263671875,59.86187828542337
75,0.265625,59.95224592725895
75,0.267578125,60.045290322377696
75,0.26953125,60.14133436933763
75,0.271484375,60.23737841629756
75,0.2724609375,60.28540043977753
75,0.2734375,60.3334224632575
75,0.275390625,60.42946651021744
75,0.2763671875,60.4774885336974
75,0.27734375,60.52551055717737
75,0.279296875,60.6215546041373
75,0.2802734375,60.669576627617275
75,0.28125,60.71759865109724
75,0.283203125,60.81364269805717
75,0.2841796875,60.861664721537146
75,0.28515625,60.90968674501711
75,0.2890625,61.102914418770354
75,0.291015625,61.200033877493894
75,0.29296875,61.29715333621743
75,0.294921875,61.39427279494096
75,0.296875,61.49139225366449
75,0.30078125,61.68563117111156
75,0.3046875,61.87987008855863
75,0.306640625,61.976989547282166
75,0.3076171875,62.027667117917765
75,0.30859375,62.0802520805776
75,0.3125,62.29059193121693
75,0.31640625,62.50093178185626
75,0.318359375,62.606101707175924
75,0.3203125,62.71127163249559
75,0.328125,63.134320298473966
75,0.330078125,63.24137837326077
75,0.33203125,63.34843644804758
75,0.3359375,63.562552597621185
75,0.33984375,63.77666874719479
75,0.34375,63.9907848967684
75,0.34765625,64.2140269719878
75,0.3515625,64.43767947140178
75,0.353515625,64.54950572110877
75,0.35546875,64.66133197081575
75,0.359375,64.88498447022972
75,0.361328125,64.9968107199367
75,0.36328125,65.11810532938328
75,0.3671875,65.36125047782875
75,0.37109375,65.60439562627421
75,0.373046875,65.72596820049694
75,0.375,65.84754077471968
75,0.376953125,65.9691133489424
75,0.37890625,66.09696227861035
75,0.3828125,66.35693545640326
75,0.384765625,66.48692204529972
75,0.38671875,66.61690863419618
75,0.388671875,66.74689522309264
75,0.390625,66.8768818119891
75,0.3984375,67.40567113509749
75,0.400390625,67.53855436107243
75,0.40234375,67.67143758704735
75,0.40625,67.93720403899721
75,0.4375,70.30903181994567
75,0.453125,71.87335102960103
75,0.455078125,72.09234740033011
75,0.45703125,72.3346281424581
75,0.4609375,72.81918962671406
75,0.46875,74.00717839490115
75,0.47265625,74.01447855376216
75,0.474609375,74.01812863319267
75,0.4765625,74.02177871262319
75,0.48046875,74.0290788714842
75,0.484375,74.03637903034523
75,0.4921875,74.05097934806727
75,0.49609375,74.05827950692829
75,0.5,74.06557966578931
75,0.50390625,74.07287982465033
75,0.5078125,74.08017998351136
75,0.509765625,74.08383006294186
75,0.51171875,74.08748014237237
75,0.515625,74.0947803012334
75,0.5234375,74.10938061895544
75,0.52734375,74.11668077781646
75,0.53125,74.12398093667748
75,0.5390625,74.13858125439953
75,0.546875,74.15318157212157
75,0.55078125,74.16048173098258
75,0.5546875,74.16778188984361
75,0.5625,74.18238220756565
75,0.578125,74.21158284300974
75,0.5859375,74.22618316073178
75,0.58984375,74.23348331959279
75,0.59375,74.24078347845382
75,0.6015625,74.25538379617586
75,0.609375,74.2699841138979
75,0.625,74.29918474934199
75,0.6328125,74.31378506706403
75,0.640625,74.32838538478607
75,0.65625,74.35758602023014
75,0.671875,74.38678665567423
75,0.67578125,74.39408681453526
75,0.6796875,74.40138697339627
75,0.6875,74.41598729111833
75,0.703125,74.4451879265624
75,0.71875,74.47438856200648
75,0.7265625,74.48898887972852
75,0.734375,74.50358919745057
75,0.75,74.53278983289465
75,0.765625,74.56199046833873
75,0.78125,74.59119110378282
75,0.796875,74.6203917392269
75,0.8046875,74.63499205694895
75,0.8125,74.64959237467099
75,0.828125,74.67879301011507
75,0.8359375,74.69339332783711
75,0.83984375,74.70069348669814
75,0.841796875,74.70434356612866
75,0.84375,74.70799364555916
75,0.84765625,74.71529380442018
75,0.8515625,74.7225939632812
75,0.85546875,74.72989412214223
75,0.859375,74.73719428100324
75,0.86328125,74.74449443986427
75,0.8642578125,74.74631947957953
75,0.864501953125,74.74677573950834
75,0.86474609375,74.74723199943715
75,0.865234375,74.74814451929477
75,0.8671875,74.75179459872528
75,0.875,74.76639491644733
75,1.,75
100,0.,50.
100,0.03125,50.82982649990596
100,0.03515625,50.933554812394206
100,0.037109375,50.98541896863833
100,0.0390625,51.038888548307995
100,0.046875,51.25527832270721
100,0.0625,51.68805787150564
100,0.06640625,51.79625275870525
100,0.0673828125,51.82330148050515
100,0.068359375,51.85035020230505
100,0.0703125,51.90444764590485
100,0.078125,52.131001435559334
100,0.0859375,52.36559243407061
100,0.08984375,52.482887933326246
100,0.091796875,52.54153568295406
100,0.0927734375,52.570859557767974
100,0.09326171875,52.58552149517492
100,0.09375,52.60018343258188
100,0.109375,53.07129877582249
100,0.11328125,53.19186352333588
100,0.115234375,53.252145897092575
100,0.11572265625,53.26721649053175
100,0.1162109375,53.28228708397093
100,0.1171875,53.312428270849274
100,0.125,53.55355776587605
100,0.1328125,53.79468726090283
100,0.134765625,53.854969634659525
100,0.13671875,53.91525200841622
100,0.140625,54.03669512877939
100,0.1484375,54.283738101903694
100,0.150390625,54.34549884518477
100,0.1513671875,54.376379216825306
100,0.15234375,54.40725958846585
100,0.15625,54.530781075027996
100,0.1640625,54.7778240481523
100,0.166015625,54.839584791433374
100,0.16796875,54.901345534714444
100,0.171875,55.02610964138742
100,0.17578125,55.15580357142857
100,0.177734375,55.22065053644915
100,0.17822265625,55.23686227770429
100,0.1787109375,55.25307401895944
100,0.1796875,55.28549750146972
100,0.1875,55.544885361552026
100,0.189453125,55.609732326572605
100,0.19140625,55.67457929159318
100,0.1953125,55.80427322163433
100,0.19921875,55.93396715167548
100,0.203125,56.067452036875544
100,0.20703125,56.204869113616546
100,0.2080078125,56.239223382801796
100,0.20849609375,56.25640051739442
100,0.208984375,56.27357765198704
100,0.2109375,56.34228619035754
100,0.21484375,56.47970326709854
100,0.216796875,56.548411805469044
100,0.21875,56.617120343839545
100,0.22265625,56.75453742058054
100,0.2236328125,56.78889168976579
100,0.224609375,56.82324595895104
100,0.2265625,56.89195449732154
100,0.23046875,57.03057523343276
100,0.234375,57.17362371936195
100,0.236328125,57.24514796232655
100,0.2373046875,57.28091008380885
100,0.23828125,57.31667220529114
100,0.2421875,57.45972069122033
100,0.2431640625,57.49548281270263
100,0.244140625,57.53124493418493
100,0.24609375,57.602769177149526
100,0.248046875,57.674293420114125
100,0.2490234375,57.710055541596425
100,0.25,57.74581766307872
100,0.25390625,57.88886614900791
100,0.2578125,58.032873864547156
100,0.2587890625,58.06971085609805
100,0.259765625,58.10654784764895
100,0.26171875,58.18022183075074
100,0.263671875,58.25389581385252
100,0.265625,58.327569796954315
100,0.267578125,58.401243780056106
100,0.26953125,58.4749177631579
100,0.271484375,58.54859174625968
100,0.2724609375,58.58542873781058
100,0.2734375,58.62226572936147
100,0.275390625,58.695939712463264
100,0.2763671875,58.73277670401416
100,0.27734375,58.769613695565056
100,0.279296875,58.84328767866684
100,0.2802734375,58.88012467021774
100,0.28125,58.91696166176863
100,0.283203125,58.99063564487042
100,0.2841796875,59.0288848534059
100,0.28515625,59.06761543188202
100,0.2890625,59.22253774578652
100,0.291015625,59.299998902738764
100,0.29296875,59.37746005969101
100,0.294921875,59.45492121664326
100,0.296875,59.5323823735955
100,0.30078125,59.687304687499996
100,0.3046875,59.842227001404495
100,0.306640625,59.91968815835674
100,0.3076171875,59.95841873683286
100,0.30859375,59.99714931530899
100,0.3125,60.15597090175742
100,0.31640625,60.31486558268511
100,0.318359375,60.39431292314895
100,0.3203125,60.47376026361279
100,0.328125,60.791549625468164
100,0.330078125,60.87099696593201
100,0.33203125,60.95044430639585
100,0.3359375,61.1166125748963
100,0.33984375,61.28607745045322
100,0.34375,61.45554232601014
100,0.34765625,61.62500720156706
100,0.3515625,61.794472077123984
100,0.353515625,61.87920451490244
100,0.35546875,61.9639369526809
100,0.359375,62.13913034770069
100,0.361328125,62.2275013519468
100,0.36328125,62.31587235619292
100,0.3671875,62.492614364685146
100,0.37109375,62.66935637317738
100,0.373046875,62.75772737742349
100,0.375,62.846098381669606
100,0.376953125,62.93446938591572
100,0.37890625,63.02355757312841
100,0.3828125,63.20584923979508
100,0.384765625,63.29699507312841
100,0.38671875,63.38814090646174
100,0.388671875,63.47928673979508
100,0.390625,63.57043257312841
100,0.3984375,63.93501590646174
100,0.400390625,64.02804334588131
100,0.40234375,64.125744574845
100,0.40625,64.32114703277236
100,0.4375,65.92090942630512
100,0.453125,66.75244380430676
100,0.455078125,66.85662276870042
100,0.45703125,66.96080173309407
100,0.4609375,67.17803802186879
100,0.46875,67.61662524850895
100,0.47265625,67.83591886182903
100,0.474609375,67.94556566848907
100,0.4765625,68.0596346897144
100,0.48046875,68.29649251127336
100,0.484375,68.5333503328323
100,0.4921875,69.00740798063936
100,0.49609375,69.25573010468258
100,0.5,69.5040522287258
100,0.50390625,69.75237435276902
100,0.5078125,70.00073121011582
100,0.509765625,70.13108418518081
100,0.51171875,70.2614371602458
100,0.515625,70.52214311037581
100,0.5234375,71.04493568641794
100,0.52734375,71.31390590709583
100,0.53125,71.58287612777372
100,0.5390625,72.13086866085578
100,0.546875,72.71356642894875
100,0.55078125,73.00516783532352
100,0.5546875,73.31148465703971
100,0.5625,73.92411830047209
100,0.578125,75.22855201863355
100,0.5859375,75.91367430124224
100,0.58984375,76.26762183749594
100,0.59375,76.62540544923776
100,0.6015625,77.35963693123503
100,0.609375,78.12095242402316
100,0.625,79.75610221205187
100,0.6328125,80.61604158474243
100,0.640625,81.51151726289518
100,0.65625,83.35478494623656
100,0.671875,85.31643081761007
100,0.67578125,85.85007710449928
