"SEY vs. energy for CuFPA substrate."
"beamE (eV)","SEY"
75,0.45179400000000003
100,0.5475893333333334
125,0.622137
150,0.6806166666666668
175,0.7298260000000001
200,0.7698143333333334
250,0.8348103333333334
300,0.882032
350,0.9168123333333333
400,0.9419803333333334
500,0.9670340000000001
800,0.9355866666666667
1000,0.8730636666666667
1500,0.7056666666666667
2000,0.5750403333333334
3500,0.359661
5000,0.26383666666666666
8000,0.174435
10000,0.14345333333333335
