"BSEY vs. energy for planar CuFPA substrate."
"beamE (eV)","BSEY"
75,0.09265366666666668
100,0.16068333333333334
125,0.222644
150,0.274865
175,0.319207
200,0.354522
250,0.40767833333333336
300,0.44362633333333334
350,0.46856033333333336
400,0.48529133333333335
500,0.505313
800,0.5164446666666667
1000,0.5088893333333334
1500,0.47760800000000003
2000,0.44914333333333334
3500,0.40410833333333335
5000,0.3846233333333334
8000,0.3645663333333334
10000,0.3570136666666667
