"Sampler for uncoated Au substrate"
"theta = sampler[T,r] with r uniform on [0,1]; Interpolate this tabulation to obtain sampler."
"beamE (eV)","r","theta (deg)"
1000,0.9981689453125,86.02074268196209
1000,0.998291015625,86.14678599683549
1000,0.99853515625,86.39887262658225
1000,0.9990234375,86.90304588607601
1000,0.99908447265625,86.96606754351268
1000,0.999114990234375,86.99757837223106
1000,0.9991455078125,87.04802605799375
1000,0.999267578125,87.25612264890285
1000,0.99951171875,87.67231583072109
1000,0.9996337890625,87.88041242163015
1000,0.99969482421875,87.98446071708466
1000,0.9997100830078125,88.02409245417705
1000,0.999725341796875,88.08393272986795
1000,0.999755859375,88.20361328125027
1000,0.9998779296875,88.68233548677911
1000,0.99993896484375,88.92169658954315
1000,0.9999542236328125,88.9815368652344
1000,0.9999580383300781,88.99649693415722
1000,0.9999589920043945,89.00147122055742
1000,0.9999599456787109,89.02469282007999
1000,0.9999618530273438,89.07113601912276
1000,0.999969482421875,89.2569088152975
1000,1.,90.
1500,0.,0.
1500,0.000244140625,0.45745903148985745
1500,0.0003662109375,0.6861885472347862
1500,0.00042724609375,0.8005533051072505
1500,0.000457763671875,0.8577356840434828
1500,0.000461578369140625,0.8648834814105117
1500,0.0004620552062988281,0.8657769560813904
1500,0.00046253204345703125,0.866670430752269
1500,0.0004634857177734375,0.8684573800940262
1500,0.00046539306640625,0.8720312787775408
1500,0.0004730224609375,0.8863268735115988
1500,0.00048828125,0.9149180629797149
1500,0.0009765625,1.28787012053062
1500,0.00146484375,1.6052551617772919
1500,0.001708984375,1.7639476824006277
1500,0.0018310546875,1.8432939427122956
1500,0.00189208984375,1.8829670728681296
1500,0.001922607421875,1.9028036379460467
1500,0.0019378662109375,1.9127219204850052
1500,0.001941680908203125,1.9152014911197448
1500,0.00194549560546875,1.9176810617544844
1500,0.001953125,1.9226402030239638
1500,0.00390625,2.6781138441151016
1500,0.004150390625,2.768378369584325
1500,0.0042724609375,2.8135106323189367
1500,0.004302978515625,2.8247936980025896
1500,0.00433349609375,2.8360767636862425
1500,0.00439453125,2.8586428950535483
1500,0.0048828125,3.0290474465546287
1500,0.005859375,3.2967853812369645
1500,0.0068359375,3.5645233159193004
1500,0.00732421875,3.6983922832604685
1500,0.007568359375,3.765326766931052
1500,0.007598876953125,3.773693577389875
1500,0.00762939453125,3.7820603878486985
1500,0.0076904296875,3.7987940087663445
1500,0.0078125,3.8322612506016367
1500,0.01171875,4.704772979782173
1500,0.0118408203125,4.730887316081544
1500,0.01190185546875,4.743944484231229
1500,0.011962890625,4.757001652380915
1500,0.01220703125,4.809230324979657
1500,0.0126953125,4.913687670177141
1500,0.013671875,5.100901262749845
1500,0.015625,5.444773207294457
1500,0.0166015625,5.6167091795667625
1500,0.01708984375,5.702677165702916
1500,0.017578125,5.788645151839068
1500,0.01953125,6.114299381276104
1500,0.021484375,6.410897718941616
1500,0.0224609375,6.559196887774371
1500,0.02294921875,6.633346472190749
1500,0.023193359375,6.6704212643989385
1500,0.0234375,6.707496056607127
1500,0.02734375,7.259884432603687
1500,0.029296875,7.516230138728879
1500,0.02978515625,7.580316565260177
1500,0.030029296875,7.612359778525826
1500,0.0302734375,7.644402991791475
1500,0.03125,7.772575844854071
